iter	Logloss
659	0.2890230094
660	0.2889380272
661	0.2888004984
662	0.2887140713
663	0.288693657
664	0.2885572649
665	0.2885065503
666	0.2883730048
667	0.2883031441
668	0.2882124818
669	0.2882047866
670	0.2881130227
671	0.2880618801
672	0.288017061
673	0.2879965871
674	0.2876972331
675	0.287617601
676	0.2874748053
677	0.2872656089
678	0.287129132
679	0.2869186612
680	0.2867920756
681	0.2866768756
682	0.2866107652
683	0.2865029123
684	0.2864038019
685	0.2863240597
686	0.2862159792
687	0.2861341263
688	0.2859192581
689	0.2857689196
690	0.2856400595
691	0.285587098
692	0.285373238
693	0.2850979033
694	0.2850065086
695	0.2849740569
696	0.2848327937
697	0.2847242481
698	0.2845903568
699	0.2844851402
700	0.2843636907
701	0.2842703841
702	0.284144248
703	0.2840001975
704	0.2839735937
705	0.2838425194
706	0.2837140428
707	0.2835641103
708	0.2834289478
709	0.2832684211
710	0.2831336423
711	0.2829378583
712	0.2828802829
713	0.282827139
714	0.2826931828
715	0.2826181179
716	0.2825651139
717	0.2825226694
718	0.2825177673
719	0.2824720167
720	0.2823772471
721	0.2823111958
722	0.2821364135
723	0.28212976
724	0.282020856
725	0.2819734169
726	0.2818199019
727	0.2816352959
728	0.2815077059
729	0.2814474322
730	0.2813965431
731	0.2812384552
732	0.2811568339
733	0.2810297951
734	0.2808419955
735	0.280717603
736	0.2806158664
737	0.280582486
738	0.2804629931
739	0.2804206784
740	0.2803511717
741	0.2802790517
742	0.280202827
743	0.2801011386
744	0.2800945206
745	0.2799818703
746	0.2799219991
747	0.2797367993
748	0.2796448604
749	0.2794503833
750	0.2792796621
751	0.2791435674
752	0.2790437903
753	0.2788279369
754	0.278737203
755	0.2787256903
756	0.2785988996
757	0.2783937317
758	0.2783118038
759	0.2781849779
760	0.2780990016
761	0.2780201236
762	0.2778513525
763	0.2777447998
764	0.2776690526
765	0.2775837405
766	0.2774824037
767	0.2773840213
768	0.2772270595
769	0.2771877599
770	0.2771152314
771	0.2770257539
772	0.2769019386
773	0.2768890373
774	0.2768261091
775	0.2767288013
776	0.276645493
777	0.2766066449
778	0.2765359742
779	0.2764351442
780	0.2763318487
781	0.2763216438
782	0.27617026
783	0.2760557801
784	0.2758538864
785	0.2757105161
786	0.2756210099
787	0.2755298725
788	0.2753587559
789	0.2751526185
790	0.2749909388
791	0.2749127515
792	0.2747372675
793	0.2745673329
794	0.274500851
795	0.2743911724
796	0.2742481932
797	0.2742428983
798	0.2740961467
799	0.273992538
800	0.2739044011
801	0.2738341248
802	0.2737077828
803	0.2736443485
804	0.2736281603
805	0.2736231503
806	0.2735723319
807	0.273529425
808	0.2734606952
809	0.2733595523
810	0.2732106687
811	0.2731573582
812	0.2730238342
813	0.27289949
814	0.2727180379
815	0.2725297857
816	0.2724889527
817	0.2724005899
818	0.2722910081
819	0.2721050852
820	0.272019933
821	0.2719094267
822	0.271867192
823	0.2718074317
824	0.2717425646
825	0.2715921683
826	0.2714294434
827	0.2712286981
828	0.2711149846
829	0.2709495724
830	0.2709052458
831	0.2708471897
832	0.2706420802
833	0.2705798445
834	0.2705174569
835	0.2704184933
836	0.2703731416
837	0.2702547946
838	0.2700716741
839	0.2699601603
840	0.269860982
841	0.2696941391
842	0.2696368611
843	0.2695705714
844	0.2694883557
845	0.2694410542
846	0.2693849728
847	0.2691879009
848	0.269143389
849	0.269008373
850	0.2688755355
851	0.2687929606
852	0.2687057689
853	0.2686303805
854	0.2685693827
855	0.2685379755
856	0.268439286
857	0.2683553798
858	0.2681844984
859	0.2680852452
860	0.2679517752
861	0.2678866491
862	0.2677397878
863	0.2674650113
864	0.2674181788
865	0.2673062387
866	0.2669879199
867	0.2668424336
868	0.2666707362
869	0.2665265717
870	0.2664065133
871	0.2662781345
872	0.2660238964
873	0.2658781659
874	0.2657992922
875	0.2657319856
876	0.265579265
877	0.2653262854
878	0.2652606162
879	0.2651279141
880	0.2648030245
881	0.2646900678
882	0.2645842248
883	0.2644392813
884	0.2644150055
885	0.2642606711
886	0.2641592747
887	0.2639550905
888	0.2639083154
889	0.2637941374
890	0.2637349465
891	0.2636101299
892	0.2634564053
893	0.2633133704
894	0.263196317
895	0.2631246456
896	0.2630990234
897	0.2628255503
898	0.2627859972
899	0.2627789573
900	0.2627357726
901	0.2626062353
902	0.2625071311
903	0.2624543745
904	0.2623074492
905	0.2621724782
906	0.2620173023
907	0.2618420515
908	0.2617899077
909	0.2617154471
910	0.2616488765
911	0.261601378
912	0.2615874902
913	0.2614704847
914	0.261320381
915	0.2611530284
916	0.2610966593
917	0.2609879795
918	0.2608602391
919	0.2608124142
920	0.2606614356
921	0.2606384868
922	0.2604915624
923	0.2603753304
924	0.2603321135
925	0.2601891487
926	0.2600891087
927	0.2600345391
928	0.2599008683
929	0.2597806497
930	0.2596450836
931	0.2596249784
932	0.2595483381
933	0.2595099272
934	0.259395575
935	0.2593275643
936	0.2592978086
937	0.2591936884
938	0.2591809376
939	0.2590860564
940	0.258976694
941	0.2588285659
942	0.2587731213
943	0.2587507073
944	0.2586304496
945	0.2585505142
946	0.2584881244
947	0.2583525274
948	0.2583188813
949	0.2582575969
950	0.2581826661
951	0.2580811144
952	0.2580554834
953	0.2579259021
954	0.2576749258
955	0.2576592266
956	0.2576353055
957	0.257336152
958	0.2572020942
959	0.2571496952
960	0.2570496499
961	0.2569150567
962	0.2567423545
963	0.2565512763
964	0.2563233623
965	0.2562976267
966	0.2561291424
967	0.2560303912
968	0.2558957054
969	0.2556952347
970	0.2556381798
971	0.2556277045
972	0.2555703692
973	0.2555060154
974	0.2554680979
975	0.2554482001
976	0.2553932957
977	0.2553614071
978	0.2553432004
979	0.2552270227
980	0.2551593173
981	0.254995066
982	0.2549185882
983	0.2548707003
984	0.2547847336
985	0.254758486
986	0.2546288093
987	0.2544978948
988	0.2544547844
989	0.2544042123
990	0.2542875071
991	0.2540279676
992	0.2539463856
993	0.2538165849
994	0.2537554123
995	0.2537068895
996	0.2536893968
997	0.2536552698
998	0.2535339721
999	0.2534427383
